feature,importance
CVX_CVDR1SY,5.0900849152380116e-05
ALQ_ALQ140U,4.8164151867732035e-05
BPQ_BPQ100D,4.765430785769302e-05
RHQ_RHQ310,4.419735290191351e-05
SSCMV_SSCMV,4.0435607089752745e-05
CIQGAD_CIQGPE,4.004971156746173e-05
CVX_CVDS1HR,3.791080117904625e-05
CVX_CVXPARC,3.740598909432462e-05
VIX_VIQ230,3.609182888645931e-05
MCQ_MCQ050,3.4760491903502495e-05
BMX_BMISUB,3.237620569697701e-05
OSQ_OSD030BB,3.130266531041482e-05
CIQGAD_CIQGPB,2.9826871285407153e-05
CVX_CVXWRPE,2.895998062144068e-05
RHQ_RHQ550,2.5996525936695274e-05
BPQ_BPQ040E,2.558127277411947e-05
SMQFAM_SMD410,2.170552098711232e-05
BPX_BPQ150C,2.1059599257568206e-05
BIX_BIXS723K,2.0870791028546846e-05
BIX_BIXS023K,1.837162687501806e-05
MCQ_MCQ092,1.6073058354570223e-05
WHQ_WHQ070,1.58283971302423e-05
HIQ_HID030E,1.5451575459308482e-05
VIX_VIDOLFM,1.493466728271285e-05
CVX_CVXS1RPE,1.461071466238283e-05
CVX_CVDR1HR,1.3997631566325295e-05
BIX_BIXS010K,1.312958945511132e-05
BIX_BIXS043K,1.3085800750671065e-05
RHQ_RHQ300,1.288201622170326e-05
SMQ_SMQ150,1.022670058808541e-05
PH_PHQ040,9.071898002968539e-06
HIQ_HID030C,8.114593589235242e-06
CIQGAD_CIQG17F,7.670648152525343e-06
SXQ_SXQ280,6.933952498231845e-06
CVX_CVDWHR,6.6968874270119775e-06
CVX_CVQ220A,4.051402713066283e-06
BIX_BIXS159K,4.002813774189111e-06
ACQ_ACD040,3.835231878109933e-06
BIX_BIXS060K,3.653289139610873e-06
OCQ_OCQ210,3.619004172399926e-06
CVX_CVDS2HR,2.8791526121212955e-06
CIQGAD_CIQG22,2.433313709339534e-06
MCQ_MCQ250G,2.0559813832922126e-06
BIX_BIXS067K,1.8869202245211364e-06
BPQ_BPQ090D,1.7977402363069288e-06
PH_PHQ020,1.6037330693486127e-06
HSQ_HSQ580,1.4502084517951979e-06
RHQ_RHQ576U,1.1564965059615414e-06
ACQ_ACD080,1.0639345844145104e-06
MCQ_MCQ270,9.072710199507352e-07
CVX_CVDS1TIM,8.048426499988887e-07
BPQ_BPQ100B,7.103766791560235e-07
MCQ_MCQ160G,6.465313856398093e-07
CIQGAD_CIQG17B,5.525265572763501e-07
BIX_BIXS143K,3.854876347572216e-07
BIX_BIXS220K,3.6291910616362613e-07
BIX_BIXS054K,3.4037635031604623e-07
SMQFAM_SMD450,2.5522495258590285e-07
BIX_BIXS115K,2.2943114815818877e-07
SMQFAM_SMD440,1.6639429291474519e-07
BPX_BPAEN4,1.4340848208026067e-07
DUQ_DUQ120,1.0885167633283355e-07
OSQ_OSQ010C,4.731213382807835e-08
CVX_CVDR2TIM,2.0008241378536897e-08
BIX_BIXS500K,1.4450824263816955e-08
BPX_BPXPULS,4.392496892889029e-09
MCQ_MCQ260FF,0.0
MCQ_MCQ260AD,0.0
LEXPN_LEARM1C2,0.0
MCQ_MCQ260BH,0.0
SSOL_SSL_FLC,0.0
LEXPN_LEARLES,0.0
SSOL_SSBETA,0.0
LEXPN_LEXRMH11,0.0
LEXPN_LEALPN,0.0
SSOL_SSALB,0.0
LEXPN_LEXLHAL1,0.0
SSOL_SSIMP,0.0
SSOL_SSGAM,0.0
MCQ_MCQ260CE,0.0
SSCMV_SSCMIGGA,0.0
MCQ_MCQ260EB,0.0
WHQ_WHD080B,0.0
SSOL_SSSERO,0.0
MCQ_MCQ290,0.0
SSOL_SSOL_L,0.0
SSOL_SSTTGR,0.0
LEXPN_LEXRMH12,0.0
SSOL_SSA1,0.0
MCQ_MCQ240I,0.0
SSOL_SSK_FLCX,0.0
LEXPN_LEXLMH53,0.0
LEXPN_LEARHAC2,0.0
LEXPN_LEALM1C2,0.0
LEXPN_LEARM5C1,0.0
SSOL_SSSPIKE2,0.0
SSCMV_SSCMIGM,0.0
LEXPN_LEARHAC1,0.0
LEXPN_LEARM1C1,0.0
LEXPN_LEXLMH12,0.0
LEXPN_LEALAMP,0.0
LEXPN_LEALLESS,0.0
LEXPN_LEXRMH52,0.0
LEXPN_LEXLHAL2,0.0
LEXPN_LEXRHAL3,0.0
LEXPN_LEALLES,0.0
LEXPN_LEALM5C1,0.0
MCQ_MCQ160E,0.0
MCQ_MCQ260BI,0.0
MCQ_MCQ260EI,0.0
MCQ_MCQ260FD,0.0
MCQ_MCQ260CG,0.0
DEMO_DMDEDUC3,0.0
SSOL_SSEMA,0.0
LEXPN_LEXLMH51,0.0
MCQ_MCQ260AE,0.0
MCQ_MCQ260GH,0.0
LEXPN_LEXRMH51,0.0
MCQ_MCQ260EH,0.0
SSOL_SSKL_RX,0.0
MCQ_MCQ260GD,0.0
MCQ_MCQ240J,0.0
MCQ_MCQ260EA,0.0
MCQ_MCQ260FI,0.0
SSOL_SSKL_R,0.0
SXQ_SXQ272,0.0
SSOL_SSA2,0.0
VIX_VIQ211,0.0
DIQ_DIQ130,0.0
FSQ_FSD660M,0.0
VIX_VIXOCMT,0.0
HIQ_HID030D,0.0
WHQ_WHD080A,0.0
HIQ_HIQ210,0.0
HOQ_HOD150,0.0
HOQ_HOD140,0.0
HOQ_HOD210,0.0
VIX_VIQ170,0.0
VIX_VIQ130,0.0
HOQ_HOD180,0.0
DIQ_DIQ100,0.0
DIQ_DIQ080,0.0
DEMO_RIAGENDR,0.0
HOQ_HOD170,0.0
VIX_VIQ150,0.0
WHQ_WHD100F,0.0
DEMO_DMDHSEDU,0.0
HOQ_HOD220,0.0
HOQ_HOD190,0.0
FSQ_FSD660C,0.0
WHQ_WHD080D,0.0
VIX_VIXNC2,0.0
DIQ_DIQ150,0.0
DIQ_DIQ090,0.0
DIQ_DIQ010,0.0
DIQ_DIQ140,0.0
WHQ_WHD080M,0.0
VIX_VIQ180,0.0
DIQ_DIQ120,0.0
WHQ_WHD080L,0.0
VIX_VIQ191,0.0
DUQ_DUQ130,0.0
DIQ_DIQ070,0.0
ECQ_ECD070B,0.0
ECQ_ECQ020,0.0
ECQ_ECQ030,0.0
ECQ_ECQ040,0.0
ECQ_ECD070A,0.0
ECQ_ECQ090,0.0
DIQ_DIQ110,0.0
ECQ_ECQ080,0.0
ECQ_FSQ121,0.0
ECQ_ECQ060,0.0
VIX_VIQ250,0.0
VIX_VIXPLC,0.0
HOQ_HOQ070,0.0
SSOL_SSIS,0.0
WHQ_WHD100C,0.0
LEXPN_LEXRMH13,0.0
LEXPN_LEXRHAL2,0.0
LEXPN_LEALBUN,0.0
LEXPN_LEARLESS,0.0
SSVARI_VARICELL,0.0
LEXPN_LEARM5C2,0.0
LEXPN_LEALHAC1,0.0
LEXPN_LEXRMH53,0.0
SSOL_SSTTGV,0.0
LEXPN_LEALM1C1,0.0
SSOL_SSAG_R,0.0
SSOL_SSSPIKE,0.0
LEXPN_LEARAMP,0.0
SSOL_SSK_FLC,0.0
LEXPN_LEARBUN,0.0
LEXPN_LEXRHAL1,0.0
SSOL_SSTOTAL,0.0
WHQ_WHD080F,0.0
SSOL_SSRES,0.0
SSOL_SSOL_H,0.0
WHQ_WHD100N,0.0
SXQ_SXQ270,0.0
LEXPN_LEALHAC2,0.0
MCQ_MCQ260GA,0.0
WHQ_WHD100D,0.0
WHQ_WHD130,0.0
HOQ_HOD160,0.0
HSQ_HSQ590,0.0
VIX_VIQ141,0.0
HSQ_HSAQUEX,0.0
VIX_VIQ110,0.0
VIX_VIXNC1,0.0
VIX_VIQ160,0.0
VIX_VIQ200,0.0
L02HPA_LBXHA,0.0
VIX_VIQ121,0.0
LEXPN_LEXLMH52,0.0
VIX_VIQ240,0.0
LEXPN_LEXLMH13,0.0
DEMO_DMDCITZN,0.0
LEXPN_LEARPN,0.0
DEMO_DMDSCHOL,0.0
LEXPN_LEXLHAL3,0.0
LEXPN_LEALM5C2,0.0
WHQ_WHD080N,0.0
LEXPN_LEXLMH11,0.0
MCQ_MCQ260AB,0.0
SMQMEC_SMQ640,0.0
MCQ_MCQ120B,0.0
OSQ_OSQ040BE,0.0
PAQIAF_PAAQUEX,0.0
SMQ_SMQ170,0.0
SMQ_SMD235,0.0
SMQ_SMD203,0.0
OSQ_OSD030CB,0.0
OSQ_OSQ040CC,0.0
OSQ_OSD030CE,0.0
OSQ_OSQ040BD,0.0
OSQ_OSQ040AA,0.0
OSQ_OSD030AB,0.0
OSQ_OSQ040CD,0.0
OSQ_OSD030BD,0.0
OSQ_OSD030CC,0.0
OSQ_OSQ040CA,0.0
SMQ_SMD233,0.0
SMQ_SMD057,0.0
SMQMEC_SMQ819,0.0
SMQMEC_SMAQUEX,0.0
SMQMEC_SMQ666M,0.0
SMQMEC_SMQ670,0.0
SMQMEC_SMQ666N,0.0
SMQMEC_SMQ666C,0.0
SMQMEC_SMQ690E,0.0
PAQ_PAQ560,0.0
PAQ_PAAQUEX,0.0
PFQ_PFQ015,0.0
PFQ_PFQ090,0.0
PFQ_PFQ010,0.0
PFQ_PFQ030,0.0
PFQ_PFQ020,0.0
PH_PHQ060,0.0
OSQ_OSD030CD,0.0
OSQ_OSQ020C,0.0
PH_PHQ030,0.0
OHXREF_OHQ140,0.0
OHXREF_OHAROCDT,0.0
OHXREF_OHAROCOH,0.0
OHXREF_OHAROTH,0.0
OHXREF_OHQ146,0.0
OHXREF_OHAROCCI,0.0
OHXREF_OHQ136,0.0
SMQ_SMQ200,0.0
OSQ_OSQ020A,0.0
SMQ_SMD100FL,0.0
SMQ_SMQ175,0.0
OCQ_OCQ450,0.0
OCQ_OCD470,0.0
OCQ_OCQ430,0.0
SMQ_SMQ143,0.0
SMQ_SMQ230,0.0
OHXREF_OHQ148,0.0
OHXREF_OHARNF,0.0
OHXREF_OHAROCGP,0.0
OHXREF_OHQ144,0.0
OHXREF_OHQ138,0.0
OSQ_OSQ010A,0.0
OSQ_OSQ040BC,0.0
OSQ_OSQ040CB,0.0
OSQ_OSD030AA,0.0
OSQ_OSD030BC,0.0
OSQ_OSQ060,0.0
OSQ_OSQ040BB,0.0
OSQ_OSQ070,0.0
OSQ_OSQ040AB,0.0
OSQ_OSQ040BA,0.0
OSQ_OSQ040CE,0.0
PH_PHASUPHR,0.0
PH_PHAGUMMN,0.0
MCQ_MCQ260AH,0.0
RHQ_RHQ541A,0.0
RHQ_RHQ572,0.0
RHQ_RHQ320,0.0
RHQ_RHQ541C,0.0
RHQ_RHQ562,0.0
RHQ_RHQ584,0.0
RHQ_RHQ582,0.0
RHQ_RHQ520,0.0
SMQMEC_SMQ620,0.0
RHQ_RHQ570,0.0
SMQMEC_SMQ817,0.0
RHQ_RHQ586U,0.0
RHQ_RHQ551A,0.0
RHQ_RHQ551C,0.0
RHQ_RHQ070,0.0
RHQ_RHQ600,0.0
RHQ_RHQ541B,0.0
SMQMEC_SMQ785,0.0
SMQMEC_SMQ664M,0.0
RHQ_RHQ551F,0.0
RHQ_RHQ551G,0.0
RHQ_RHQ551B,0.0
RHQ_RHQ560U,0.0
SMQFAM_SMD415C,0.0
SMQFAM_SMD415B,0.0
SMQMEC_SMQ755,0.0
SMQMEC_SMQ650,0.0
SMQMEC_SMD630,0.0
SMQMEC_SMQ666O,0.0
SMQMEC_SMQ815,0.0
SMQMEC_SMQ666W,0.0
SMQMEC_SMQ664W,0.0
RHQ_RHQ020,0.0
SMQMEC_SMQ664C,0.0
PH_PHAANTMN,0.0
PUQ_PUD033,0.0
PUQ_PUD073,0.0
PUQ_PUD072,0.0
PUQ_PUD031,0.0
PUQ_PUD020,0.0
PUQ_PUD032,0.0
PUQ_PUD034,0.0
SMQMEC_SMQ666K,0.0
RHQ_RHQ576Q,0.0
PH_PHQ050,0.0
SMQMEC_SMQ666S,0.0
PH_PHAANTHR,0.0
PH_PHASUPMN,0.0
PH_PHAALCMN,0.0
PH_PHAALCHR,0.0
PUQ_PUD071,0.0
PUQ_PUD074,0.0
SMQMEC_SMQ666B,0.0
SMQMEC_SMQ664B,0.0
SMQMEC_SMQ660,0.0
RHQ_RHQ566,0.0
RHQ_RHQ574,0.0
RHQ_RHQ551E,0.0
RHQ_RHQ602Q,0.0
RHQ_RHQ554,0.0
RHQ_RHQ360,0.0
RHQ_RHQ551D,0.0
RHQ_RHQ568U,0.0
RHQ_RHQ580,0.0
RHQ_RHQ598,0.0
RHQ_RHQ602U,0.0
RHQ_RHQ556,0.0
SMQ_SMQ173,0.0
MPQ_MPQ120V,0.0
MPQ_MPQ120AF,0.0
MCQ_MCQ240V,0.0
MCQ_MCQ260GI,0.0
MCQ_MCQ240BB,0.0
MCQ_MCQ260AG,0.0
MCQ_MCQ260AF,0.0
MCQ_MCQ260GC,0.0
MCQ_MCQ260CB,0.0
MCQ_MCQ260BB,0.0
MCQ_MCQ260AC,0.0
MCQ_MCQ117Q,0.0
MCQ_MCQ260EG,0.0
MCQ_MCQ260FE,0.0
MCQ_MCQ080,0.0
MCQ_MCQ230C,0.0
MCQ_MCQ260ED,0.0
MCQ_MCQ260AA,0.0
MCQ_MCQ260CC,0.0
MCQ_MCQ260GF,0.0
MCQ_MCQ260BF,0.0
MCQ_MCQ260GG,0.0
MCQ_MCQ240G,0.0
MCQ_MCQ160C,0.0
MCQ_MCQ260BG,0.0
MCQ_MCQ240D,0.0
MCQ_MCQ260CA,0.0
MCQ_MCQ120C,0.0
MCQ_MCQ180E,0.0
MCQ_MCQ260GB,0.0
MCQ_MCQ150Q,0.0
MCQ_MCQ260FH,0.0
MCQ_MCQ240S,0.0
MCQ_MCQ240W,0.0
MCQ_MCQ240Q,0.0
MCQ_MCQ240B,0.0
MPQ_MPQ120A,0.0
MCQ_MCQ260FC,0.0
MCQ_MCQ240Z,0.0
MCQ_MCQ120D,0.0
MCQ_MCQ240O,0.0
MCQ_MCQ170K,0.0
MCQ_MCQ260EF,0.0
MCQ_MCQ260FG,0.0
MCQ_MCQ240M,0.0
MCQ_MCQ114,0.0
MCQ_MCQ260CI,0.0
MCQ_MCQ260AI,0.0
MCQ_MCQ260FB,0.0
MCQ_MCQ180C,0.0
MCQ_MCQ240X,0.0
MCQ_MCQ240H,0.0
MCQ_MCQ240AA,0.0
MCQ_MCQ160D,0.0
MCQ_MCQ240E,0.0
MCQ_MCQ240A,0.0
MCQ_MCQ240K,0.0
MCQ_MCQ240U,0.0
MCQ_MCQ180D,0.0
MCQ_MCQ260BD,0.0
MCQ_MCQ260BE,0.0
MCQ_MCQ260EE,0.0
MCQ_MCQ240Y,0.0
MCQ_MCQ170L,0.0
MCQ_MCQ117U,0.0
MCQ_MCQ260GE,0.0
MCQ_MCQ240L,0.0
MCQ_MCQ160A,0.0
SMQMEC_SMQ664O,0.0
MCQ_MCQ160B,0.0
MCQ_MCQ180B,0.0
SSAMH_SSINHBIN,0.0
MPQ_MPQ120J,0.0
MPQ_MPD050M,0.0
