WHQ_WHD120,MCQ_MCQ250F,CVX_CVDEXSTS,BPX_PEASCTM1,BPQ_BPQ010,DEMO_RIDAGEMN,BMX_BMXTRI,WHQ_WHD050,IMQ_IMQ020,DEMO_INDFMPIR,BIX_BIDFAT,BPX_BPXDAR,MPQ_MPQ070,SMQ_SMD030,DEMO_INDFMINC,ALQ_ALQ150
-2.371290980390359,-0.6989423294664715,1.0026684623522897,-2.0762667780599307,-0.591287440800267,-0.4427361052789556,-1.2987398589391017,-1.4105566364295243,-2.2364222782073497,-2.0066960598369645,-0.44898368750898526,-1.721494900644347,-1.678901719946362,-1.7889792421948647,-1.1334454568759336,-0.5000090306419162
-2.388166301584967,-0.8310980612996703,0.19285948862804012,-1.8581337176429622,-0.5792390508421248,-0.09819946984641365,-1.32165373302892,-1.4030491168910912,-2.239272189711309,-1.9688666255946068,-0.3336717460064486,-1.7109560663404766,-1.6885929383138147,-1.6960853561713165,-1.130516587447596,-0.5474427970565918
-2.3368421099732277,-0.6988674363359288,1.013336336848989,-2.077955113812912,-0.7233643829983422,-0.43910421842895375,-1.2498466181790897,-1.3750144606964845,-2.203511980579473,-1.984726910832963,-0.46546947703115443,-1.6852626653217908,-1.6643459075224774,-1.9000825359237612,-1.104437015366821,-0.5071196634113484
-2.605305593665982,-0.8866076922800822,0.24921097217814198,-2.050301727829052,-0.609585494188057,0.006789849973194254,-1.6874290357080322,-1.4574651975676582,-0.703018904418714,-1.0898413399195133,-0.5773584073151238,-1.818785098635129,-1.7389591985567168,-1.9348019647183041,-1.0733778291175413,-0.5597619649808935
-2.3704269382345804,-0.6989423611269361,1.0023356275652984,-2.0763610952366442,-0.591287440620468,-0.44273600565104704,-1.297829861111819,-1.4105566423752696,-2.2364222828158824,-2.006749973360535,-0.44918835811476054,-1.7214725105396123,-1.679187053179077,-1.7873847731721861,-1.1368537564506591,-0.4990205739591711
-2.8235733776381657,-0.27608661584695254,1.3583415450302465,-2.27342604427454,-0.8584856737867363,-0.6864514792941273,-1.3413821629291225,-1.5740512276011527,-2.352859482891226,-0.8182391529778233,-0.8390629531378584,-1.865709196256634,-1.6919242145027413,3.089281667714743,-1.0865399443492174,-0.3234880333279797
-2.371290980390359,-0.6989423294664715,1.0026684623522897,-2.0762667780599307,-0.591287440800267,-0.4427361052789556,-1.2987398589391017,-1.4105566364295243,-2.2364222782073497,-2.0066960598369645,-0.44898368750898526,-1.721494900644347,-1.678901719946362,-1.7889792421948647,-1.1334454568759336,-0.5000090306419162
-2.7660257535732504,-0.7716710873239727,1.1738306819109334,-2.2909441050282733,-0.6487914820018257,-0.4006412526917071,-1.7087181403619855,-1.6761265506107157,-0.31041888066398055,-0.2891977738882813,-0.7348041087044875,-1.979274674329553,-1.8068790887699493,-1.783578238902412,-1.096815638567071,-0.5190210534647881
-2.4685484644078275,-0.8187410893699835,0.2150991710316951,-1.9179219295481593,-0.5981421762181167,-0.026427105740189475,-1.5327771835890607,-1.4500494439022062,-0.2515340593180886,-2.2148372540062207,-0.5163330598927336,-1.73377800323309,-1.731354525586052,-1.460789916819669,-1.1614359679052355,-0.5474977135148543
-2.404643525146053,-0.5633822769861773,0.2895302583200364,-1.1832206734099926,-0.5447042776077652,-0.13470688194111288,-1.2991566995059591,-1.2732145094518785,-2.0586374821162767,-1.92391423773998,0.078915181883214,-1.7579255976908952,-1.92535294004467,-1.811136863207874,-1.408838178478741,-0.4954726366924482
-2.4516053007551775,-0.6899611120593548,1.0281774985077456,-2.1365426562939294,-0.610190566176259,-0.3708702568815533,-1.5098633094992426,-1.4575905281187818,-0.24541479406232647,-2.2531935887568273,-0.6351170746048704,-1.7443478747820182,-1.7223379033816368,-1.5510746745935549,-1.1650394334966123,-0.5000969207841568
-2.484955908904928,-0.7146256970829081,1.0340980377144815,-2.347497525684886,-0.6043914776736943,-0.4435235846607027,-1.3676899834931229,-1.5701515837105398,-2.345881571540665,-1.2170411321728571,-0.46559354154403126,-1.786890224992645,-1.6674953057232729,-2.1205904956710833,-1.0051543575733553,-0.4892371587965802
-2.328404739140621,-0.7017034774418534,1.0061038805303948,-2.0784165402732544,-0.792592354812988,-0.43296771795189676,-1.24829579085619,-1.3702478632073831,-2.1966878001714014,-1.9685969547414817,-0.44846720030700327,-1.686524859948643,-1.6655248033342769,-1.894251995177825,-1.0962957335220318,-0.5072938835635541
-2.3486887538278647,-0.6964041579617524,1.0191507269120836,-2.0779052719556215,-0.5436086160251903,-0.43571187891155855,-1.2953109558442644,-1.4020989794569634,-2.2102345889785613,-1.998169700469882,-0.48996465832309244,-1.7244078192552499,-1.6731460664082007,-1.8872211183847276,-1.1269933927485092,-0.511887844595057
-2.6089790240188546,-0.7819177396570142,1.1703106915012198,-2.2290851380539802,-0.7636140672880832,-0.4867320098465675,-1.4004134532147365,-1.5130850356831476,-2.599470063612973,-0.191506825181827,-0.6965536823489721,-1.9100626105172507,-1.6907301787481226,-2.2455995114073835,-0.9990419954843639,-0.5281012102842987
-2.4685484644078275,-0.8187410893699835,0.2150991710316951,-1.9179219295481593,-0.5981421762181167,-0.026427105740189475,-1.5327771835890607,-1.4500494439022062,-0.2515340593180886,-2.2148372540062207,-0.5163330598927336,-1.73377800323309,-1.731354525586052,-1.460789916819669,-1.1614359679052355,-0.5474977135148543
-2.4471536701398198,-0.8161988836402271,0.23458512135080495,-1.897245894736759,-0.5645770874028185,-0.019583640229653938,-1.5012694405472897,-1.4425384106764974,-0.2385571569696773,-2.2049227739423367,-0.5605969247202991,-1.746053037856903,-1.7250400311730503,-1.5656952677522862,-1.1470248851885279,-0.5737168273583936
-2.4516053007551775,-0.6899611120593548,1.0281774985077456,-2.1365426562939294,-0.610190566176259,-0.3708702568815533,-1.5098633094992426,-1.4575905281187818,-0.24541479406232647,-2.2531935887568273,-0.6351170746048704,-1.7443478747820182,-1.7223379033816368,-1.5510746745935549,-1.1650394334966123,-0.5000969207841568
-2.6267403423448736,-0.7748218460675946,1.1262546249384884,-2.2273194000161363,-0.6104399370046585,-0.46676537604937596,-1.455866661452352,-1.608861336710805,-2.624312479842934,-0.42612943328777164,-0.44723282322812274,-1.9432017751316961,-1.7050398222626661,-2.129203270529517,-1.0321819938679926,-0.5196065997956346
-2.500022879850183,-0.7420149193989112,1.1183157125954306,-2.24621202002206,-0.7501444998655219,-0.40038390387764267,-1.3602238066807815,-1.431923251942901,-2.3795745915478217,-1.0856200152852018,-0.46632811764758747,-1.7859504521040226,-1.6276653896409492,-2.0969372033179283,-1.1240236025492159,-0.5169029558500126
-2.4934029421625907,-0.7416406410836416,1.1391796029150392,-2.256657061404647,-0.57051993294756,-0.4030140503844277,-1.4061431896734082,-1.4534059067536678,-2.386259724765495,-1.0897850945286673,-0.5008440362257697,-1.8246309141300967,-1.6359718419532459,-2.2302126476484494,-1.0249727509372286,-0.5173063344183235
-2.432440112995358,-0.8186622247412587,0.22810506214911858,-1.897484370947477,-0.7464876254152054,-0.022975780491232587,-1.4539951075053401,-1.4154905398999744,-0.2339893285196088,-2.1915878113525564,-0.5365110846883232,-1.7068958630108606,-1.715175488379754,-1.573742686906322,-1.1312951098303314,-0.566971732809194
-2.4277937686596585,-0.6874229432394492,1.044555654458915,-2.136506068882313,-0.5790676024325478,-0.36384603060037285,-1.473768736137475,-1.4491198824689882,-0.23578296586490305,-2.243622588480582,-0.679689984921201,-1.7482348785105595,-1.7165822477880754,-1.6490436185750759,-1.1574826131565659,-0.5121802204722635
-2.62676901835561,-0.7748218460675946,1.126255290796569,-2.227319710729627,-0.6104398881463873,-0.4667663886721589,-1.455883466404758,-1.6088620890255436,-2.624312479842934,-0.4260206067138337,-0.4472466897094508,-1.943202157654835,-1.7050450621297726,-2.1292091590840454,-1.0321819938679926,-0.5196432070456687
-2.3368421099732277,-0.6988674363359288,1.013336336848989,-2.077955113812912,-0.7233643829983422,-0.43910421842895375,-1.2498466181790897,-1.3750144606964845,-2.203511980579473,-1.984726910832963,-0.46546947703115443,-1.6852626653217908,-1.6643459075224774,-1.9000825359237612,-1.104437015366821,-0.5071196634113484
-2.6549405713357968,-0.8918131684283688,0.31176138857302504,-1.8618087019392455,-0.596226677365466,-0.1311237611897515,-1.5168862517027173,-1.51218458904397,-2.6429458595514848,-0.21042454262537108,-0.5973730256334212,-1.9388087232402587,-1.9453470972548903,-2.1063123125371774,-1.0409027154912427,-0.5677500603913042
-2.4507412585993995,-0.6899611437198194,1.0278446637207541,-2.136636973470643,-0.61019056599646,-0.3708701572536447,-1.50895331167196,-1.4575905340645274,-0.24541479867086002,-2.2532475022803977,-0.6353217452106458,-1.7443254846772835,-1.7226232366143517,-1.5494802055708763,-1.1684477330713379,-0.49910846410141163
-2.3671167702831837,-0.828555884545565,0.21211671298648146,-1.83922708131558,-0.5291181012351932,-0.09135590462175361,-1.3219016620157733,-1.395551078402946,-2.2097394310261573,-1.9600506999634562,-0.37454834193756437,-1.7222346257419197,-1.6825637791889285,-1.7996691702895973,-1.1206185609377672,-0.5724689684824201
-2.6481087136498287,-0.8608026867270415,0.2436831683094931,-2.0918823450348247,-0.637559260202518,0.01445396535555692,-1.717577897612974,-1.4854669159494882,-0.3207449879190347,-1.286953404271438,-0.5231192603828086,-1.8396365070039074,-1.7556700850739464,-1.673832144889492,-1.2117335258433206,-0.5595503077059707
-2.762012888190763,-0.8932898434211455,0.269261357600645,-2.10962699228835,-0.6335721400991998,-0.048297213327795,-1.7676203302256697,-1.6244959037350708,-0.3209872712613681,-0.5472165012055809,-0.6845922197569936,-1.9607254365465403,-1.8460090325945042,-1.8491341377955754,-1.0839692220556731,-0.5681872086442226
-2.3735473563935674,-0.7103929269033047,1.014832845552902,-2.325933816248675,-0.5969185489406378,-0.43989094199426504,-1.35378790681152,-1.4161446270808138,-2.345718908041855,-1.6435119511175826,-0.4693081835156941,-1.7664316779882707,-1.66853126695407,-2.0051897855246494,-1.0049085330781402,-0.49106480000935177
-2.4516053007551775,-0.6899611120593548,1.0281774985077456,-2.1365426562939294,-0.610190566176259,-0.3708702568815533,-1.5098633094992426,-1.4575905281187818,-0.24541479406232647,-2.2531935887568273,-0.6351170746048704,-1.7443478747820182,-1.7223379033816368,-1.5510746745935549,-1.1650394334966123,-0.5000969207841568
-2.6556616364100165,-0.8918131684283688,0.31176140027991645,-1.8618087019392455,-0.5962266781842614,-0.1311237620761927,-1.5168878483042938,-1.5128906161904587,-2.6429458595514848,-0.21464701323575555,-0.5973730256334212,-1.9359821493762792,-1.9453471336281036,-2.103487700015761,-1.0409027154912427,-0.5677500609724724
-2.371290980390359,-0.6989423294664715,1.0026684623522897,-2.0762667780599307,-0.591287440800267,-0.4427361052789556,-1.2987398589391017,-1.4105566364295243,-2.2364222782073497,-2.0066960598369645,-0.44898368750898526,-1.721494900644347,-1.678901719946362,-1.7889792421948647,-1.1334454568759336,-0.5000090306419162
-2.371290980390359,-0.6989420979687482,1.0026684623522897,-2.076266807274106,-0.591287440800267,-0.4427362040819541,-1.2987398589391017,-1.4105566364295243,-2.2364222782073497,-2.0066960598369645,-0.4489837909895344,-1.721494900644347,-1.678901719946362,-1.7889792421948647,-1.1334454568759336,-0.5000090306419162
-2.42116854331932,-0.7103555784870706,1.0053879682220515,-2.085948707405604,-0.5822382401296096,-0.3672178210569412,-1.4805110707486946,-1.4365112766770856,-0.6179218267245965,-2.1197645747019567,-0.635528911226865,-1.7228981663989695,-1.7057683595577808,-1.6724729406160674,-1.14871104013546,-0.5004491253877762
-2.389030343740745,-0.8310980296392058,0.19319232341503145,-1.8580394004662484,-0.5792390510219237,-0.09819956947432212,-1.3225637308562026,-1.403049110945346,-2.2392721851027764,-1.9688127120710366,-0.3334670754006733,-1.7109784564452113,-1.6883076050811,-1.697679825193995,-1.1271082878728704,-0.5484312537393369
-2.354959117419273,-0.7010310653325694,1.0156573947106942,-2.086768434907999,-0.5912635757718562,-0.44867706234910176,-1.29828984791753,-1.4049547309744306,-2.236297162409626,-2.0009044450109825,-0.46055606038383484,-1.7210040130859552,-1.6787868746901697,-1.9186010911463618,-1.0207033626647588,-0.49493120147781205
-2.367980812849983,-0.8285558528851004,0.21244954755577738,-1.8391327641388662,-0.5291181009954612,-0.09135600424966214,-1.322811660254077,-1.395551072342617,-2.209739426331533,-1.959996786439886,-0.37434367133178914,-1.7222570158466544,-1.6822784459562137,-1.8012636393122758,-1.1172102609435106,-0.5734574251651652
-2.389030343740745,-0.8310980296392058,0.19319232341503145,-1.8580394004662484,-0.5792390510219237,-0.09819956947432212,-1.3225637308562026,-1.403049110945346,-2.2392721851027764,-1.9688127120710366,-0.3334670754006733,-1.7109784564452113,-1.6883076050811,-1.697679825193995,-1.1271082878728704,-0.5484312537393369
-2.3704269382345804,-0.6989423611269361,1.0023356275652984,-2.0763610952366442,-0.591287440620468,-0.44273600565104704,-1.297829861111819,-1.4105566423752696,-2.2364222828158824,-2.006749973360535,-0.44918835811476054,-1.7214725105396123,-1.679187053179077,-1.7873847731721861,-1.1368537564506591,-0.4990205739591711
-2.3359780674064283,-0.6988674679963934,1.0130035022796924,-2.078049430989626,-0.7233643832380742,-0.43910411880104516,-1.248936619940786,-1.3750144667568134,-2.2035119852740976,-1.9847808243565332,-0.46567414763692966,-1.685240275217056,-1.6646312407551922,-1.8984880669010826,-1.107845315361077,-0.5061312067286033
-2.4507412585993995,-0.6899611437198194,1.0278446637207541,-2.136636973470643,-0.61019056599646,-0.3708701572536447,-1.50895331167196,-1.4575905340645274,-0.24541479867086002,-2.2532475022803977,-0.6353217452106458,-1.7443254846772835,-1.7226232366143517,-1.5494802055708763,-1.1684477330713379,-0.49910846410141163
-2.3359780674064283,-0.6988674679963934,1.0130035022796924,-2.078049430989626,-0.7233643832380742,-0.43910411880104516,-1.248936619940786,-1.3750144667568134,-2.2035119852740976,-1.9847808243565332,-0.46567414763692966,-1.685240275217056,-1.6646312407551922,-1.8984880669010826,-1.107845315361077,-0.5061312067286033
-2.564898110955056,-0.8736742100241157,0.2174152111341337,-2.0286085144282437,-0.5991948980431874,-0.06451868333420806,-1.465145901843467,-1.4250330664644095,-2.415332421322878,-1.1207695627647587,-0.343410355958223,-1.8078301003300794,-1.693675317722689,-1.906496019237039,-1.1462616252973938,-0.5647532092522445
-2.60931802236495,-0.7343405194693888,1.1524565224283467,-2.321690271081533,-0.6497202505862197,-0.33425195192138973,-1.6580233567039022,-1.5241594606300115,-0.3144835183653063,-1.2187979861839344,-0.6589579312778908,-1.8522509707605992,-1.7052554048634796,-1.916550989636621,-1.0992885449268988,-0.5027497544774352
-2.6605574727379926,-0.8914902510919888,0.3099889604163553,-1.8625362499354554,-0.596227285243023,-0.1218824887036867,-1.5218464004199124,-1.5141735121876494,-2.6492610930792484,-0.2619187416921959,-0.6086782105760767,-1.931882007997406,-1.9279221481590334,-2.091232586600338,-1.0387812093762792,-0.5627213897080031
-2.654111959999752,-0.9089289789598707,0.3028521923173282,-1.8172962094131666,-0.5962161936142624,-0.11472543141899008,-1.5157979230305596,-1.519921720101188,-2.6151720660799564,-0.2236394109396148,-0.597706911461029,-1.9345349353568777,-1.980817925576893,-2.114105900685919,-1.0422907932095749,-0.5706718747970313
-2.4516053007551775,-0.6899611120593548,1.0281774985077456,-2.1365426562939294,-0.610190566176259,-0.3708702568815533,-1.5098633094992426,-1.4575905281187818,-0.24541479406232647,-2.2531935887568273,-0.6351170746048704,-1.7443478747820182,-1.7223379033816368,-1.5510746745935549,-1.1650394334966123,-0.5000969207841568
-2.3368421099732277,-0.6988674363359288,1.013336336848989,-2.077955113812912,-0.7233643829983422,-0.43910421842895375,-1.2498466181790897,-1.3750144606964845,-2.203511980579473,-1.984726910832963,-0.46546947703115443,-1.6852626653217908,-1.6643459075224774,-1.9000825359237612,-1.104437015366821,-0.5071196634113484
-2.4507412585993995,-0.6899611437198194,1.0278446637207541,-2.136636973470643,-0.61019056599646,-0.3708701572536447,-1.50895331167196,-1.4575905340645274,-0.24541479867086002,-2.2532475022803977,-0.6353217452106458,-1.7443254846772835,-1.7226232366143517,-1.5494802055708763,-1.1684477330713379,-0.49910846410141163
-2.3495527963946636,-0.6964041263012878,1.0194835614813795,-2.0778109547789074,-0.5436086157854583,-0.43571197853946714,-1.296220954082568,-1.4020989733966345,-2.2102345842839366,-1.9981157869463118,-0.4897599877173171,-1.7244302093599846,-1.672860733175486,-1.8888155874074062,-1.1235850927542523,-0.5128763012778023
-2.3889780546276937,-0.8310977981414823,0.19322015309590443,-1.857988955145642,-0.5792390510219237,-0.09819966827732068,-1.3226985247389584,-1.403049110945346,-2.2392721851027764,-1.968812712162613,-0.33332818440584217,-1.7109784559859413,-1.6883076050811,-1.697814619076751,-1.127108288223531,-0.5484312537949442
-2.371290980390359,-0.6989423294664715,1.0026684623522897,-2.0762667780599307,-0.591287440800267,-0.4427361052789556,-1.2987398589391017,-1.4105566364295243,-2.2364222782073497,-2.0066960598369645,-0.44898368750898526,-1.721494900644347,-1.678901719946362,-1.7889792421948647,-1.1334454568759336,-0.5000090306419162
-2.371290980390359,-0.6989423294664715,1.0026684623522897,-2.0762667780599307,-0.591287440800267,-0.4427361052789556,-1.2987398589391017,-1.4105566364295243,-2.2364222782073497,-2.0066960598369645,-0.44898368750898526,-1.721494900644347,-1.678901719946362,-1.7889792421948647,-1.1334454568759336,-0.5000090306419162
-2.4507412585993995,-0.6899611437198194,1.0278446637207541,-2.136636973470643,-0.61019056599646,-0.3708701572536447,-1.50895331167196,-1.4575905340645274,-0.24541479867086002,-2.2532475022803977,-0.6353217452106458,-1.7443254846772835,-1.7226232366143517,-1.5494802055708763,-1.1684477330713379,-0.49910846410141163
-2.371290980390359,-0.6989423294664715,1.0026684623522897,-2.0762667780599307,-0.591287440800267,-0.4427361052789556,-1.2987398589391017,-1.4105566364295243,-2.2364222782073497,-2.0066960598369645,-0.44898368750898526,-1.721494900644347,-1.678901719946362,-1.7889792421948647,-1.1334454568759336,-0.5000090306419162
-2.388166301584967,-0.8310980612996703,0.19285948862804012,-1.8581337176429622,-0.5792390508421248,-0.09819946984641365,-1.32165373302892,-1.4030491168910912,-2.239272189711309,-1.9688666255946068,-0.3336717460064486,-1.7109560663404766,-1.6885929383138147,-1.6960853561713165,-1.130516587447596,-0.5474427970565918
